Model_index Run_id Replica_id Frame_id Total_Score Total_Score
772 1 17 638 1503.28 1503.28
773 1 17 653 1499.50 1499.50
774 1 17 656 1494.80 1494.80
775 1 17 658 1501.98 1501.98
776 1 17 664 1494.15 1494.15
777 1 17 665 1499.72 1499.72
778 1 17 682 1501.67 1501.67
779 1 17 683 1503.13 1503.13
780 1 17 695 1492.84 1492.84
781 1 17 697 1503.06 1503.06
782 1 17 712 1503.24 1503.24
783 1 17 720 1500.49 1500.49
784 1 17 730 1504.61 1504.61
785 1 17 732 1502.84 1502.84
786 1 17 737 1494.73 1494.73
787 1 17 739 1501.08 1501.08
788 1 17 741 1495.49 1495.49
789 1 17 743 1500.72 1500.72
790 1 17 745 1500.12 1500.12
791 1 17 749 1503.90 1503.90
792 1 17 765 1498.71 1498.71
793 1 17 774 1504.63 1504.63
794 1 17 781 1503.19 1503.19
795 1 17 808 1500.91 1500.91
796 1 17 812 1503.10 1503.10
797 1 17 815 1499.96 1499.96
798 1 17 820 1500.23 1500.23
799 1 17 825 1502.52 1502.52
800 1 17 827 1504.21 1504.21
801 1 17 828 1504.92 1504.92
802 1 17 838 1501.14 1501.14
803 1 17 839 1498.77 1498.77
804 1 17 840 1503.64 1503.64
805 1 17 841 1504.89 1504.89
806 1 17 842 1496.86 1496.86
807 1 17 843 1501.23 1501.23
808 1 17 845 1502.10 1502.10
809 1 17 851 1493.67 1493.67
810 1 17 853 1501.28 1501.28
811 1 17 865 1504.76 1504.76
812 1 17 878 1498.39 1498.39
813 1 17 881 1503.22 1503.22
814 1 17 882 1502.14 1502.14
815 1 17 883 1504.39 1504.39
816 1 17 885 1498.04 1498.04
817 1 17 891 1500.04 1500.04
818 1 17 894 1504.98 1504.98
819 1 18 145 1503.10 1503.10
820 1 18 154 1502.91 1502.91
821 1 18 251 1504.58 1504.58
822 1 18 256 1502.98 1502.98
823 1 18 362 1503.03 1503.03
824 1 18 364 1501.05 1501.05
825 2 0 91 1502.15 1502.15
826 2 0 158 1501.55 1501.55
827 2 0 169 1503.55 1503.55
828 2 0 172 1497.38 1497.38
829 2 0 174 1504.69 1504.69
830 2 0 196 1502.97 1502.97
831 2 0 239 1499.39 1499.39
832 2 0 306 1504.80 1504.80
833 2 0 308 1504.00 1504.00
834 2 0 312 1499.67 1499.67
835 2 0 313 1499.79 1499.79
836 2 0 319 1501.45 1501.45
837 2 0 320 1502.10 1502.10
838 2 0 346 1501.92 1501.92
839 2 0 356 1501.79 1501.79
840 2 0 362 1503.51 1503.51
841 2 0 367 1499.12 1499.12
842 2 0 392 1492.09 1492.09
843 2 0 396 1495.76 1495.76
844 2 0 404 1503.95 1503.95
845 2 0 407 1502.50 1502.50
846 2 0 411 1501.99 1501.99
847 2 0 412 1501.16 1501.16
848 2 0 415 1501.07 1501.07
849 2 0 430 1502.95 1502.95
850 2 0 431 1496.07 1496.07
851 2 0 432 1501.74 1501.74
852 2 0 449 1499.80 1499.80
853 2 0 481 1501.86 1501.86
854 2 0 484 1500.77 1500.77
855 2 0 492 1502.27 1502.27
856 2 0 503 1498.70 1498.70
857 2 0 509 1503.85 1503.85
858 2 0 578 1503.80 1503.80
859 2 0 591 1504.89 1504.89
860 2 0 623 1504.09 1504.09
861 2 0 627 1499.25 1499.25
862 2 0 641 1504.77 1504.77
863 2 0 662 1504.74 1504.74
864 2 0 671 1503.21 1503.21
865 2 0 676 1496.05 1496.05
866 2 0 700 1503.03 1503.03
867 2 0 705 1503.69 1503.69
868 2 0 738 1500.58 1500.58
869 2 0 744 1503.03 1503.03
870 2 0 754 1504.26 1504.26
871 2 0 789 1500.13 1500.13
872 2 0 791 1504.23 1504.23
873 2 0 826 1502.61 1502.61
874 2 0 831 1504.30 1504.30
875 2 0 849 1504.90 1504.90
876 2 0 872 1503.64 1503.64
877 2 0 874 1504.12 1504.12
878 2 0 875 1500.06 1500.06
879 2 0 886 1500.89 1500.89
880 2 0 894 1500.47 1500.47
881 2 0 900 1502.97 1502.97
882 2 0 908 1503.49 1503.49
883 2 0 924 1501.18 1501.18
884 2 0 931 1504.46 1504.46
885 2 0 933 1495.54 1495.54
886 2 0 939 1500.69 1500.69
887 2 0 943 1503.20 1503.20
888 2 0 945 1501.73 1501.73
889 2 0 954 1503.51 1503.51
890 2 0 964 1500.53 1500.53
891 2 0 970 1504.66 1504.66
892 2 0 990 1503.39 1503.39
893 2 0 1015 1504.55 1504.55
894 2 2 71 1504.19 1504.19
895 2 2 109 1503.71 1503.71
896 2 3 94 1501.59 1501.59
897 2 3 99 1503.34 1503.34
898 2 3 109 1503.65 1503.65
899 2 3 131 1493.33 1493.33
900 2 3 132 1501.81 1501.81
901 2 3 134 1499.30 1499.30
902 2 3 135 1493.64 1493.64
903 2 3 137 1504.69 1504.69
904 2 3 139 1500.83 1500.83
905 2 3 161 1497.38 1497.38
906 2 3 248 1504.50 1504.50
907 2 3 281 1502.81 1502.81
908 2 3 286 1503.90 1503.90
909 2 3 301 1500.70 1500.70
910 2 3 303 1503.05 1503.05
911 2 3 306 1502.50 1502.50
912 2 3 365 1500.89 1500.89
913 2 3 366 1496.83 1496.83
914 2 3 370 1502.05 1502.05
915 2 3 372 1490.66 1490.66
916 2 3 375 1501.34 1501.34
917 2 3 376 1498.36 1498.36
918 2 3 379 1503.91 1503.91
919 2 3 415 1499.85 1499.85
920 2 3 417 1502.22 1502.22
921 2 3 423 1499.34 1499.34
922 2 3 427 1502.74 1502.74
923 2 3 431 1503.29 1503.29
924 2 3 436 1501.11 1501.11
925 2 3 444 1503.77 1503.77
926 2 3 446 1496.85 1496.85
927 2 3 448 1499.99 1499.99
928 2 3 466 1501.78 1501.78
929 2 3 487 1504.45 1504.45
930 2 3 506 1504.18 1504.18
931 2 3 507 1497.50 1497.50
932 2 3 516 1501.98 1501.98
933 2 3 522 1504.24 1504.24
934 2 3 559 1503.68 1503.68
935 2 3 585 1503.46 1503.46
936 2 3 591 1503.40 1503.40
937 2 3 594 1504.29 1504.29
938 2 3 595 1504.79 1504.79
939 2 3 599 1503.41 1503.41
940 2 3 665 1504.82 1504.82
941 2 3 666 1498.90 1498.90
942 2 3 681 1502.18 1502.18
943 2 3 690 1502.83 1502.83
944 2 3 744 1504.17 1504.17
945 2 3 746 1504.32 1504.32
946 2 3 747 1497.06 1497.06
947 2 3 759 1503.32 1503.32
948 2 3 760 1504.19 1504.19
949 2 3 777 1504.13 1504.13
950 2 3 778 1502.11 1502.11
951 2 3 779 1503.32 1503.32
952 2 3 801 1504.55 1504.55
953 2 3 806 1495.30 1495.30
954 2 3 810 1501.85 1501.85
955 2 3 856 1502.42 1502.42
956 2 3 893 1504.54 1504.54
957 2 3 896 1501.89 1501.89
958 2 4 117 1502.21 1502.21
959 2 4 206 1504.17 1504.17
960 2 4 218 1503.82 1503.82
961 2 4 221 1504.11 1504.11
962 2 4 223 1500.46 1500.46
963 2 4 232 1496.95 1496.95
964 2 4 243 1491.44 1491.44
965 2 4 300 1503.59 1503.59
966 2 4 301 1503.21 1503.21
967 2 4 302 1503.83 1503.83
968 2 4 345 1504.48 1504.48
969 2 4 349 1501.74 1501.74
970 2 4 449 1499.38 1499.38
971 2 4 472 1501.43 1501.43
972 2 4 484 1504.50 1504.50
973 2 4 516 1504.71 1504.71
974 2 4 529 1499.74 1499.74
975 2 4 533 1504.69 1504.69
976 2 4 540 1499.53 1499.53
977 2 4 546 1503.70 1503.70
978 2 4 549 1502.35 1502.35
979 2 4 556 1501.41 1501.41
980 2 4 559 1503.78 1503.78
981 2 4 561 1504.98 1504.98
982 2 4 564 1500.00 1500.00
983 2 4 565 1502.18 1502.18
984 2 4 566 1495.88 1495.88
985 2 4 570 1500.44 1500.44
986 2 4 602 1502.31 1502.31
987 2 4 613 1503.19 1503.19
988 2 4 625 1498.43 1498.43
989 2 4 660 1502.20 1502.20
990 2 4 671 1502.77 1502.77
991 2 4 672 1498.90 1498.90
992 2 4 673 1495.13 1495.13
993 2 4 677 1501.72 1501.72
994 2 4 679 1500.44 1500.44
995 2 4 690 1504.77 1504.77
996 2 4 692 1492.78 1492.78
997 2 4 695 1499.76 1499.76
998 2 4 709 1500.42 1500.42
999 2 4 722 1503.53 1503.53
1000 2 4 742 1499.98 1499.98
1001 2 4 754 1502.20 1502.20
1002 2 4 755 1501.33 1501.33
1003 2 5 204 1504.37 1504.37
1004 2 5 209 1501.13 1501.13
1005 2 5 231 1503.73 1503.73
1006 2 5 243 1503.07 1503.07
1007 2 5 266 1504.61 1504.61
1008 2 5 267 1502.35 1502.35
1009 2 5 279 1503.32 1503.32
1010 2 5 283 1503.53 1503.53
1011 2 5 348 1503.24 1503.24
1012 2 5 365 1504.69 1504.69
1013 2 6 67 1503.47 1503.47
1014 2 6 75 1502.73 1502.73
1015 2 6 99 1494.45 1494.45
1016 2 6 117 1502.97 1502.97
1017 2 6 135 1498.14 1498.14
1018 2 6 146 1504.38 1504.38
1019 2 6 147 1504.51 1504.51
1020 2 6 156 1502.39 1502.39
1021 2 6 162 1502.07 1502.07
1022 2 6 253 1499.24 1499.24
1023 2 6 293 1503.44 1503.44
1024 2 6 327 1504.56 1504.56
1025 2 6 329 1503.43 1503.43
1026 2 6 334 1503.79 1503.79
1027 2 6 361 1504.74 1504.74
1028 2 6 364 1503.57 1503.57
1029 2 6 427 1504.56 1504.56
1030 2 6 431 1500.33 1500.33
1031 2 6 435 1501.68 1501.68
1032 2 6 449 1503.36 1503.36
1033 2 6 477 1503.83 1503.83
1034 2 6 479 1498.62 1498.62
1035 2 6 504 1504.13 1504.13
1036 2 6 505 1504.45 1504.45
1037 2 6 548 1503.96 1503.96
1038 2 6 626 1498.68 1498.68
1039 2 6 641 1500.72 1500.72
1040 2 6 642 1503.68 1503.68
1041 2 6 684 1503.13 1503.13
1042 2 6 691 1503.69 1503.69
1043 2 6 717 1501.89 1501.89
1044 2 6 718 1504.07 1504.07
1045 2 6 740 1499.27 1499.27
1046 2 6 741 1499.88 1499.88
1047 2 6 742 1504.76 1504.76
1048 2 6 749 1503.27 1503.27
1049 2 6 772 1500.99 1500.99
1050 2 6 794 1500.00 1500.00
1051 2 7 77 1500.74 1500.74
1052 2 7 201 1504.37 1504.37
1053 2 7 250 1504.42 1504.42
1054 2 7 258 1501.13 1501.13
1055 2 7 326 1503.16 1503.16
1056 2 7 391 1502.75 1502.75
1057 2 7 396 1502.76 1502.76
1058 2 7 498 1503.81 1503.81
1059 2 7 519 1499.69 1499.69
1060 2 7 554 1504.90 1504.90
1061 2 7 562 1499.84 1499.84
1062 2 7 582 1496.62 1496.62
1063 2 7 598 1503.38 1503.38
1064 2 7 602 1497.87 1497.87
1065 2 7 603 1502.35 1502.35
1066 2 7 604 1502.78 1502.78
1067 2 8 67 1504.65 1504.65
1068 2 8 92 1502.71 1502.71
1069 2 8 101 1498.23 1498.23
1070 2 8 120 1501.70 1501.70
1071 2 8 124 1499.67 1499.67
1072 2 8 130 1503.24 1503.24
1073 2 8 136 1504.80 1504.80
1074 2 8 140 1503.03 1503.03
1075 2 8 154 1497.57 1497.57
1076 2 8 158 1503.68 1503.68
1077 2 8 164 1501.29 1501.29
1078 2 8 173 1502.44 1502.44
1079 2 8 174 1503.70 1503.70
1080 2 8 180 1503.32 1503.32
1081 2 8 188 1502.31 1502.31
1082 2 8 190 1502.05 1502.05
1083 2 8 195 1500.99 1500.99
1084 2 8 197 1499.70 1499.70
1085 2 8 217 1504.72 1504.72
1086 2 8 231 1501.61 1501.61
1087 2 8 240 1495.25 1495.25
1088 2 8 266 1501.50 1501.50
1089 2 8 273 1500.50 1500.50
1090 2 8 274 1491.74 1491.74
1091 2 8 302 1504.04 1504.04
1092 2 8 320 1504.22 1504.22
1093 2 8 321 1498.94 1498.94
1094 2 8 353 1501.32 1501.32
1095 2 8 360 1501.07 1501.07
1096 2 8 361 1503.24 1503.24
1097 2 8 364 1504.96 1504.96
1098 2 8 369 1502.61 1502.61
1099 2 8 372 1497.03 1497.03
1100 2 8 377 1504.51 1504.51
1101 2 8 414 1504.85 1504.85
1102 2 8 415 1504.75 1504.75
1103 2 8 426 1504.27 1504.27
1104 2 8 429 1498.44 1498.44
1105 2 8 434 1502.79 1502.79
1106 2 8 435 1498.18 1498.18
1107 2 8 438 1495.64 1495.64
1108 2 8 441 1501.66 1501.66
1109 2 8 442 1504.49 1504.49
1110 2 8 444 1499.37 1499.37
1111 2 8 445 1489.75 1489.75
1112 2 8 446 1503.93 1503.93
1113 2 8 457 1503.20 1503.20
1114 2 8 480 1502.09 1502.09
1115 2 8 482 1503.97 1503.97
1116 2 8 499 1497.22 1497.22
1117 2 8 513 1500.62 1500.62
1118 2 8 554 1497.17 1497.17
1119 2 8 575 1499.93 1499.93
1120 2 8 582 1501.27 1501.27
1121 2 8 587 1504.14 1504.14
1122 2 8 588 1503.39 1503.39
1123 2 8 589 1500.20 1500.20
1124 2 8 593 1499.88 1499.88
1125 2 8 595 1502.94 1502.94
1126 2 8 602 1501.06 1501.06
1127 2 8 607 1503.10 1503.10
1128 2 8 608 1503.27 1503.27
1129 2 8 609 1497.07 1497.07
1130 2 8 619 1499.59 1499.59
1131 2 8 620 1502.16 1502.16
1132 2 8 682 1504.02 1504.02
1133 2 9 108 1497.62 1497.62
1134 2 9 188 1503.18 1503.18
1135 2 9 192 1492.83 1492.83
1136 2 9 194 1502.73 1502.73
1137 2 9 202 1497.39 1497.39
1138 2 9 210 1499.29 1499.29
1139 2 10 118 1504.38 1504.38
1140 2 10 147 1504.76 1504.76
1141 2 10 180 1496.86 1496.86
1142 2 11 109 1499.54 1499.54
1143 2 11 147 1503.85 1503.85
1144 2 11 168 1503.97 1503.97
1145 2 11 175 1498.08 1498.08
1146 2 11 184 1498.65 1498.65
1147 2 11 192 1502.06 1502.06
1148 2 11 193 1500.92 1500.92
1149 2 11 194 1504.49 1504.49
1150 2 11 195 1504.98 1504.98
1151 2 11 201 1503.73 1503.73
1152 2 11 235 1504.23 1504.23
1153 2 11 252 1502.53 1502.53
1154 2 11 258 1496.20 1496.20
1155 2 11 260 1502.30 1502.30
1156 2 11 261 1500.06 1500.06
1157 2 11 262 1503.23 1503.23
1158 2 11 266 1499.57 1499.57
1159 2 11 269 1495.50 1495.50
1160 2 11 270 1504.98 1504.98
1161 2 11 276 1501.89 1501.89
1162 2 11 280 1504.74 1504.74
1163 2 11 281 1504.38 1504.38
1164 2 11 282 1492.95 1492.95
1165 2 11 284 1495.84 1495.84
1166 2 11 315 1504.45 1504.45
1167 2 11 330 1504.74 1504.74
1168 2 11 349 1502.74 1502.74
1169 2 11 359 1504.51 1504.51
1170 2 11 383 1504.30 1504.30
1171 2 11 458 1502.43 1502.43
1172 2 11 471 1502.66 1502.66
1173 2 11 481 1491.12 1491.12
1174 2 11 483 1503.78 1503.78
1175 2 11 485 1497.40 1497.40
1176 2 11 497 1498.11 1498.11
1177 2 11 515 1499.36 1499.36
1178 2 11 518 1500.66 1500.66
1179 2 11 520 1495.44 1495.44
1180 2 11 522 1499.10 1499.10
1181 2 11 523 1503.18 1503.18
1182 2 11 525 1502.69 1502.69
1183 2 12 82 1500.07 1500.07
1184 2 12 93 1501.36 1501.36
1185 2 12 155 1504.58 1504.58
1186 2 12 185 1493.50 1493.50
1187 2 12 215 1502.72 1502.72
1188 2 12 237 1500.64 1500.64
1189 2 12 243 1500.09 1500.09
1190 2 12 245 1502.98 1502.98
1191 2 12 297 1502.91 1502.91
1192 2 12 311 1504.53 1504.53
1193 2 12 345 1503.73 1503.73
1194 2 12 349 1501.70 1501.70
1195 2 12 377 1499.12 1499.12
1196 2 12 384 1504.47 1504.47
1197 2 12 424 1502.28 1502.28
1198 2 13 71 1499.18 1499.18
1199 2 13 150 1502.06 1502.06
1200 2 13 183 1503.19 1503.19
1201 2 13 188 1504.62 1504.62
1202 2 13 217 1504.79 1504.79
1203 2 13 284 1502.96 1502.96
1204 2 13 297 1499.07 1499.07
1205 2 13 298 1496.15 1496.15
1206 2 13 313 1502.97 1502.97
1207 2 13 333 1504.24 1504.24
1208 2 13 335 1498.69 1498.69
1209 2 13 337 1504.71 1504.71
1210 2 13 381 1496.37 1496.37
1211 2 13 383 1497.65 1497.65
1212 2 13 396 1504.63 1504.63
1213 2 14 13 1504.39 1504.39
1214 2 14 86 1503.90 1503.90
1215 2 14 120 1504.64 1504.64
1216 2 14 146 1504.22 1504.22
1217 2 14 159 1499.86 1499.86
1218 2 14 164 1502.25 1502.25
1219 2 14 168 1504.83 1504.83
1220 2 14 301 1501.27 1501.27
1221 2 14 340 1503.19 1503.19
1222 2 14 354 1486.76 1486.76
1223 2 14 364 1502.89 1502.89
1224 2 14 367 1502.09 1502.09
1225 2 14 370 1502.25 1502.25
1226 2 14 388 1501.62 1501.62
1227 2 14 391 1501.93 1501.93
1228 2 14 392 1504.13 1504.13
1229 2 14 394 1499.62 1499.62
1230 2 14 395 1503.99 1503.99
1231 2 14 405 1504.40 1504.40
1232 2 14 412 1504.90 1504.90
1233 2 14 416 1496.73 1496.73
1234 2 14 417 1495.27 1495.27
1235 2 14 420 1504.75 1504.75
1236 2 14 423 1502.13 1502.13
1237 2 14 424 1502.20 1502.20
1238 2 14 483 1499.68 1499.68
1239 2 14 520 1504.43 1504.43
1240 2 14 573 1503.99 1503.99
1241 2 14 593 1499.51 1499.51
1242 2 14 598 1500.12 1500.12
1243 2 14 599 1499.82 1499.82
1244 2 14 633 1500.92 1500.92
1245 2 14 638 1504.66 1504.66
1246 2 14 639 1504.44 1504.44
1247 2 14 644 1503.23 1503.23
1248 2 14 703 1501.27 1501.27
1249 2 14 721 1502.35 1502.35
1250 2 14 728 1503.91 1503.91
1251 2 14 729 1499.35 1499.35
1252 2 14 730 1501.10 1501.10
1253 2 14 733 1499.08 1499.08
1254 2 14 734 1499.53 1499.53
1255 2 14 735 1495.24 1495.24
1256 2 14 736 1501.20 1501.20
1257 2 14 758 1499.27 1499.27
1258 2 14 764 1503.06 1503.06
1259 2 14 765 1495.98 1495.98
1260 2 14 769 1502.96 1502.96
1261 2 14 774 1501.76 1501.76
1262 2 14 811 1503.92 1503.92
1263 2 14 818 1504.75 1504.75
1264 2 14 821 1501.51 1501.51
1265 2 14 822 1502.34 1502.34
1266 2 14 824 1492.96 1492.96
1267 2 14 828 1501.05 1501.05
1268 2 14 831 1499.86 1499.86
1269 2 14 834 1503.33 1503.33
1270 2 14 835 1498.57 1498.57
1271 2 14 836 1504.70 1504.70
1272 2 14 837 1500.36 1500.36
1273 2 14 838 1498.13 1498.13
1274 2 14 839 1502.54 1502.54
1275 2 14 842 1504.40 1504.40
1276 2 14 843 1497.50 1497.50
1277 2 14 845 1495.86 1495.86
1278 2 14 846 1500.51 1500.51
1279 2 14 850 1500.09 1500.09
1280 2 14 851 1500.52 1500.52
1281 2 14 854 1503.03 1503.03
1282 2 14 873 1502.77 1502.77
1283 2 14 899 1503.96 1503.96
1284 2 14 910 1497.58 1497.58
1285 2 15 105 1502.93 1502.93
1286 2 15 106 1503.74 1503.74
1287 2 15 107 1500.70 1500.70
1288 2 15 114 1497.73 1497.73
1289 2 15 145 1503.01 1503.01
1290 2 15 170 1502.85 1502.85
1291 2 15 178 1504.31 1504.31
1292 2 15 189 1504.93 1504.93
1293 2 15 207 1499.27 1499.27
1294 2 15 208 1504.19 1504.19
1295 2 16 149 1502.84 1502.84
1296 2 16 150 1504.93 1504.93
1297 2 16 167 1499.69 1499.69
1298 2 16 209 1503.84 1503.84
1299 2 16 215 1500.80 1500.80
1300 2 16 220 1501.85 1501.85
1301 2 16 230 1503.91 1503.91
1302 2 16 233 1498.88 1498.88
1303 2 16 236 1500.35 1500.35
1304 2 16 244 1504.95 1504.95
1305 2 16 247 1502.70 1502.70
1306 2 16 248 1500.11 1500.11
1307 2 16 255 1503.95 1503.95
1308 2 16 258 1501.18 1501.18
1309 2 16 262 1504.23 1504.23
1310 2 16 263 1491.48 1491.48
1311 2 16 270 1502.07 1502.07
1312 2 16 273 1500.32 1500.32
1313 2 16 275 1497.88 1497.88
1314 2 16 278 1503.88 1503.88
1315 2 16 318 1504.28 1504.28
1316 2 16 367 1503.51 1503.51
1317 2 16 368 1498.16 1498.16
1318 2 16 372 1502.03 1502.03
1319 2 16 376 1503.97 1503.97
1320 2 16 391 1500.95 1500.95
1321 2 16 398 1502.25 1502.25
1322 2 16 399 1499.80 1499.80
1323 2 16 410 1499.54 1499.54
1324 2 16 418 1499.98 1499.98
1325 2 16 429 1498.51 1498.51
1326 2 16 439 1503.15 1503.15
1327 2 16 444 1502.39 1502.39
1328 2 16 445 1503.16 1503.16
1329 2 16 447 1502.71 1502.71
1330 2 16 455 1500.16 1500.16
1331 2 16 457 1499.13 1499.13
1332 2 16 462 1497.93 1497.93
1333 2 16 463 1503.89 1503.89
1334 2 16 464 1503.46 1503.46
1335 2 16 468 1503.78 1503.78
1336 2 16 469 1501.65 1501.65
1337 2 16 473 1504.36 1504.36
1338 2 16 493 1495.86 1495.86
1339 2 16 501 1504.22 1504.22
1340 2 16 502 1504.64 1504.64
1341 2 16 507 1504.08 1504.08
1342 2 16 508 1504.12 1504.12
1343 2 16 510 1504.94 1504.94
1344 2 16 511 1501.14 1501.14
1345 2 16 512 1504.25 1504.25
1346 2 16 513 1497.93 1497.93
1347 2 16 514 1503.49 1503.49
1348 2 16 520 1504.77 1504.77
1349 2 16 544 1504.33 1504.33
1350 2 16 633 1498.09 1498.09
1351 2 16 634 1502.63 1502.63
1352 2 16 638 1504.16 1504.16
1353 2 16 639 1499.63 1499.63
1354 2 16 640 1501.77 1501.77
1355 2 16 643 1501.68 1501.68
1356 2 16 644 1499.35 1499.35
1357 2 16 645 1498.70 1498.70
1358 2 16 646 1504.19 1504.19
1359 2 16 648 1497.65 1497.65
1360 2 16 651 1499.77 1499.77
1361 2 16 655 1502.99 1502.99
1362 2 16 658 1503.20 1503.20
1363 2 16 660 1497.31 1497.31
1364 2 16 662 1504.56 1504.56
1365 2 16 666 1499.64 1499.64
1366 2 16 667 1500.13 1500.13
1367 2 16 669 1496.74 1496.74
1368 2 16 670 1492.86 1492.86
1369 2 16 671 1496.36 1496.36
1370 2 16 693 1503.98 1503.98
1371 2 16 706 1503.47 1503.47
1372 2 16 712 1494.02 1494.02
1373 2 16 713 1490.90 1490.90
1374 2 16 799 1504.34 1504.34
1375 2 16 841 1500.63 1500.63
1376 2 16 857 1503.63 1503.63
1377 2 16 873 1502.84 1502.84
1378 2 16 878 1503.42 1503.42
1379 2 16 881 1499.21 1499.21
1380 2 16 886 1503.76 1503.76
1381 2 16 923 1504.76 1504.76
1382 2 17 64 1501.59 1501.59
