Model_index Run_id Replica_id Frame_id Total_Score Total_Score
221 0 7 525 1504.84 1504.84
222 0 7 535 1503.60 1503.60
223 0 7 590 1503.26 1503.26
224 0 7 592 1497.78 1497.78
225 0 7 593 1501.15 1501.15
226 0 7 617 1504.55 1504.55
227 0 7 623 1503.65 1503.65
228 0 7 626 1499.32 1499.32
229 0 8 91 1503.00 1503.00
230 0 8 138 1495.70 1495.70
231 0 8 156 1499.61 1499.61
232 0 8 177 1502.73 1502.73
233 0 8 190 1500.38 1500.38
234 0 8 206 1497.03 1497.03
235 0 8 207 1494.72 1494.72
236 0 8 208 1497.11 1497.11
237 0 8 212 1504.42 1504.42
238 0 8 213 1502.91 1502.91
239 0 8 215 1502.96 1502.96
240 0 8 216 1503.88 1503.88
241 0 8 217 1503.35 1503.35
242 0 8 226 1500.74 1500.74
243 0 8 228 1496.53 1496.53
244 0 8 232 1503.45 1503.45
245 0 8 271 1499.47 1499.47
246 0 8 274 1501.71 1501.71
247 0 8 276 1500.70 1500.70
248 0 8 284 1502.77 1502.77
249 0 8 293 1503.23 1503.23
250 0 8 300 1502.75 1502.75
251 0 8 313 1498.46 1498.46
252 0 8 367 1502.40 1502.40
253 0 8 407 1499.48 1499.48
254 0 8 414 1504.97 1504.97
255 0 8 426 1502.58 1502.58
256 0 8 427 1502.63 1502.63
257 0 8 428 1501.98 1501.98
258 0 8 441 1503.29 1503.29
259 0 8 442 1502.65 1502.65
260 0 8 444 1500.69 1500.69
261 0 8 448 1502.88 1502.88
262 0 8 454 1504.71 1504.71
263 0 8 489 1504.63 1504.63
264 0 8 491 1500.47 1500.47
265 0 8 493 1500.69 1500.69
266 0 8 494 1501.79 1501.79
267 0 8 517 1503.37 1503.37
268 0 8 519 1499.24 1499.24
269 0 8 564 1500.18 1500.18
270 0 8 570 1501.49 1501.49
271 0 8 578 1502.05 1502.05
272 0 8 584 1504.46 1504.46
273 0 8 613 1501.81 1501.81
274 0 8 630 1501.27 1501.27
275 0 8 631 1501.72 1501.72
276 0 8 632 1498.14 1498.14
277 0 8 637 1503.68 1503.68
278 0 8 646 1503.76 1503.76
279 0 8 657 1504.41 1504.41
280 0 8 673 1504.38 1504.38
281 0 8 696 1504.58 1504.58
282 0 8 770 1500.36 1500.36
283 0 8 811 1502.90 1502.90
284 0 8 813 1501.07 1501.07
285 0 8 832 1498.33 1498.33
286 0 9 47 1502.51 1502.51
287 0 9 71 1502.80 1502.80
288 0 9 92 1504.41 1504.41
289 0 9 97 1502.32 1502.32
290 0 10 154 1495.06 1495.06
291 0 10 232 1500.73 1500.73
292 0 10 249 1502.12 1502.12
293 0 10 281 1504.26 1504.26
294 0 10 305 1502.29 1502.29
295 0 10 306 1504.30 1504.30
296 0 10 308 1503.04 1503.04
297 0 10 309 1504.73 1504.73
298 0 10 325 1501.68 1501.68
299 0 10 329 1500.79 1500.79
300 0 10 330 1503.63 1503.63
301 0 10 334 1498.21 1498.21
302 0 10 336 1504.00 1504.00
303 0 11 92 1501.95 1501.95
304 0 11 93 1498.76 1498.76
305 0 11 94 1503.18 1503.18
306 0 11 96 1501.94 1501.94
307 0 11 99 1501.57 1501.57
308 0 11 100 1495.29 1495.29
309 0 11 109 1503.78 1503.78
310 0 11 110 1498.24 1498.24
311 0 11 115 1497.74 1497.74
312 0 11 119 1494.33 1494.33
313 0 11 121 1504.79 1504.79
314 0 11 125 1497.68 1497.68
315 0 11 126 1502.57 1502.57
316 0 11 135 1496.63 1496.63
317 0 11 144 1503.37 1503.37
318 0 11 149 1500.04 1500.04
319 0 11 157 1501.87 1501.87
320 0 11 165 1498.29 1498.29
321 0 11 168 1497.49 1497.49
322 0 11 172 1494.45 1494.45
323 0 11 173 1499.97 1499.97
324 0 11 188 1504.87 1504.87
325 0 11 190 1502.76 1502.76
326 0 11 195 1502.69 1502.69
327 0 11 244 1503.54 1503.54
328 0 11 259 1502.45 1502.45
329 0 11 261 1502.09 1502.09
330 0 11 264 1504.43 1504.43
331 0 11 296 1500.70 1500.70
332 0 11 307 1499.82 1499.82
333 0 11 332 1504.41 1504.41
334 0 11 354 1503.44 1503.44
335 0 11 364 1502.94 1502.94
336 0 11 386 1503.51 1503.51
337 0 11 451 1503.41 1503.41
338 0 11 459 1504.84 1504.84
339 0 12 32 1504.71 1504.71
340 0 13 85 1503.09 1503.09
341 0 13 158 1504.82 1504.82
342 0 14 25 1500.56 1500.56
343 0 14 38 1503.76 1503.76
344 0 14 71 1504.41 1504.41
345 0 14 104 1503.31 1503.31
346 0 14 106 1500.50 1500.50
347 0 14 122 1500.50 1500.50
348 0 14 154 1500.50 1500.50
349 0 14 175 1494.23 1494.23
350 0 14 194 1501.38 1501.38
351 0 14 206 1495.87 1495.87
352 0 14 211 1500.29 1500.29
353 0 14 263 1502.32 1502.32
354 0 14 281 1503.56 1503.56
355 0 14 295 1504.74 1504.74
356 0 14 328 1503.74 1503.74
357 0 14 344 1504.72 1504.72
358 0 14 353 1500.89 1500.89
359 0 14 389 1503.98 1503.98
360 0 14 409 1504.20 1504.20
361 0 14 449 1504.55 1504.55
362 0 14 450 1499.44 1499.44
363 0 14 454 1504.44 1504.44
364 0 14 507 1500.18 1500.18
365 0 16 41 1500.94 1500.94
366 0 16 51 1504.27 1504.27
367 0 16 75 1502.85 1502.85
368 0 16 83 1503.30 1503.30
369 0 16 94 1503.30 1503.30
370 0 16 109 1504.05 1504.05
371 0 16 137 1504.28 1504.28
372 0 16 159 1499.24 1499.24
373 0 16 229 1502.10 1502.10
374 0 17 79 1497.32 1497.32
375 0 17 90 1504.02 1504.02
376 0 17 134 1503.71 1503.71
377 0 17 154 1504.26 1504.26
378 0 17 168 1503.60 1503.60
379 0 17 170 1502.79 1502.79
380 0 17 180 1501.74 1501.74
381 0 17 183 1502.02 1502.02
382 0 17 196 1491.91 1491.91
383 0 17 200 1502.77 1502.77
384 0 17 206 1501.80 1501.80
385 0 17 207 1504.84 1504.84
386 0 17 209 1503.83 1503.83
387 0 17 214 1493.39 1493.39
388 0 17 224 1504.75 1504.75
389 0 17 233 1500.28 1500.28
390 0 17 235 1502.07 1502.07
391 0 17 293 1503.48 1503.48
392 0 17 295 1501.75 1501.75
393 0 17 297 1503.06 1503.06
394 0 17 305 1498.54 1498.54
395 0 17 309 1504.71 1504.71
396 0 17 315 1504.55 1504.55
397 0 17 322 1504.66 1504.66
398 0 17 323 1503.46 1503.46
399 0 17 389 1501.20 1501.20
400 0 17 501 1497.20 1497.20
401 0 17 503 1502.52 1502.52
402 0 17 519 1503.76 1503.76
403 0 17 520 1494.08 1494.08
404 0 18 118 1504.65 1504.65
405 0 18 156 1501.31 1501.31
406 0 18 157 1504.22 1504.22
407 0 18 169 1502.42 1502.42
408 0 18 177 1499.28 1499.28
409 0 18 189 1503.28 1503.28
410 0 18 190 1504.07 1504.07
411 0 18 201 1501.13 1501.13
412 0 18 202 1501.97 1501.97
413 0 18 217 1497.51 1497.51
414 0 18 222 1503.35 1503.35
415 0 18 252 1499.88 1499.88
416 0 18 279 1503.02 1503.02
417 0 18 306 1502.74 1502.74
418 0 18 325 1501.66 1501.66
419 0 18 369 1502.43 1502.43
420 0 18 370 1501.42 1501.42
421 0 18 372 1503.22 1503.22
422 0 18 373 1503.39 1503.39
423 0 18 374 1504.69 1504.69
424 0 18 381 1504.21 1504.21
425 0 18 386 1504.20 1504.20
426 0 18 387 1500.81 1500.81
427 0 18 394 1500.11 1500.11
428 0 18 403 1502.41 1502.41
429 0 18 410 1501.04 1501.04
430 0 18 423 1504.34 1504.34
431 0 18 465 1499.29 1499.29
432 0 18 485 1501.19 1501.19
433 0 18 497 1504.65 1504.65
434 0 18 500 1501.81 1501.81
435 0 18 505 1504.50 1504.50
436 0 18 506 1502.77 1502.77
437 0 18 518 1503.60 1503.60
438 0 18 525 1502.96 1502.96
439 0 18 529 1504.69 1504.69
440 0 18 538 1504.79 1504.79
441 0 18 558 1499.91 1499.91
442 0 19 39 1497.17 1497.17
443 0 19 47 1503.87 1503.87
444 0 19 93 1504.38 1504.38
445 0 19 95 1504.44 1504.44
446 0 19 128 1503.90 1503.90
447 0 19 202 1495.44 1495.44
448 0 19 203 1500.16 1500.16
449 0 19 206 1503.74 1503.74
450 1 0 129 1503.68 1503.68
451 1 0 164 1504.76 1504.76
452 1 0 189 1502.63 1502.63
453 1 0 201 1503.12 1503.12
454 1 0 245 1501.37 1501.37
455 1 0 267 1504.25 1504.25
456 1 0 268 1501.48 1501.48
457 1 1 65 1500.33 1500.33
458 1 1 133 1501.17 1501.17
459 1 1 134 1497.54 1497.54
460 1 1 152 1504.55 1504.55
461 1 1 246 1500.23 1500.23
462 1 2 82 1502.66 1502.66
463 1 2 98 1500.36 1500.36
464 1 2 100 1504.29 1504.29
465 1 2 101 1504.95 1504.95
466 1 2 102 1493.97 1493.97
467 1 2 129 1504.19 1504.19
468 1 2 134 1504.25 1504.25
469 1 2 135 1503.15 1503.15
470 1 2 217 1503.48 1503.48
471 1 2 253 1504.00 1504.00
472 1 2 318 1503.47 1503.47
473 1 2 336 1499.98 1499.98
474 1 2 375 1494.27 1494.27
475 1 2 376 1502.81 1502.81
476 1 2 440 1498.16 1498.16
477 1 2 468 1501.58 1501.58
478 1 2 531 1504.33 1504.33
479 1 2 533 1500.97 1500.97
480 1 2 534 1504.77 1504.77
481 1 2 535 1503.91 1503.91
482 1 2 536 1503.02 1503.02
483 1 2 568 1502.81 1502.81
484 1 2 570 1501.27 1501.27
485 1 2 571 1498.21 1498.21
486 1 2 647 1503.78 1503.78
487 1 2 671 1499.56 1499.56
488 1 2 760 1499.49 1499.49
489 1 2 816 1503.08 1503.08
490 1 2 819 1501.27 1501.27
491 1 2 821 1503.84 1503.84
492 1 2 861 1503.03 1503.03
493 1 2 874 1504.90 1504.90
494 1 2 875 1502.15 1502.15
495 1 2 879 1499.06 1499.06
496 1 2 894 1501.03 1501.03
497 1 2 931 1500.07 1500.07
498 1 2 945 1501.53 1501.53
499 1 2 947 1503.82 1503.82
500 1 2 959 1504.31 1504.31
501 1 2 976 1502.44 1502.44
502 1 2 1003 1499.56 1499.56
503 1 2 1022 1502.93 1502.93
504 1 2 1060 1503.58 1503.58
505 1 3 188 1502.50 1502.50
506 1 3 222 1502.61 1502.61
507 1 3 224 1501.90 1501.90
508 1 3 257 1495.96 1495.96
509 1 3 259 1503.57 1503.57
510 1 3 264 1503.25 1503.25
511 1 3 271 1504.59 1504.59
512 1 3 284 1498.06 1498.06
513 1 3 293 1502.73 1502.73
514 1 3 298 1502.83 1502.83
515 1 3 299 1498.50 1498.50
516 1 3 300 1501.86 1501.86
517 1 3 301 1501.84 1501.84
518 1 3 307 1504.74 1504.74
519 1 3 322 1502.55 1502.55
520 1 3 367 1504.84 1504.84
521 1 4 38 1499.13 1499.13
522 1 4 129 1502.74 1502.74
523 1 5 29 1504.89 1504.89
524 1 5 45 1504.25 1504.25
525 1 5 105 1501.17 1501.17
526 1 5 107 1504.20 1504.20
527 1 5 260 1499.09 1499.09
528 1 5 264 1500.52 1500.52
529 1 5 308 1504.65 1504.65
530 1 5 328 1501.15 1501.15
531 1 5 338 1503.21 1503.21
532 1 5 435 1504.31 1504.31
533 1 5 437 1497.88 1497.88
534 1 6 39 1503.73 1503.73
535 1 6 165 1504.05 1504.05
536 1 6 208 1503.56 1503.56
537 1 6 225 1500.32 1500.32
538 1 6 242 1504.47 1504.47
539 1 6 262 1500.91 1500.91
540 1 6 263 1501.60 1501.60
541 1 6 275 1503.45 1503.45
542 1 6 277 1502.29 1502.29
543 1 6 336 1501.40 1501.40
544 1 6 341 1501.34 1501.34
545 1 6 342 1500.88 1500.88
546 1 6 384 1502.31 1502.31
547 1 7 42 1502.63 1502.63
548 1 7 64 1490.18 1490.18
549 1 7 66 1502.57 1502.57
550 1 7 67 1499.04 1499.04
551 1 7 91 1501.31 1501.31
552 1 7 94 1497.88 1497.88
553 1 7 97 1501.22 1501.22
554 1 7 102 1501.05 1501.05
555 1 7 103 1503.28 1503.28
556 1 7 112 1503.55 1503.55
557 1 7 126 1503.30 1503.30
558 1 7 131 1504.00 1504.00
559 1 7 137 1503.90 1503.90
560 1 7 143 1502.56 1502.56
561 1 7 192 1498.70 1498.70
562 1 7 193 1498.28 1498.28
563 1 7 217 1504.56 1504.56
564 1 7 223 1499.54 1499.54
565 1 7 224 1502.81 1502.81
566 1 7 225 1501.11 1501.11
567 1 7 263 1504.87 1504.87
568 1 7 267 1501.87 1501.87
569 1 7 279 1496.34 1496.34
570 1 7 284 1503.09 1503.09
571 1 7 322 1500.52 1500.52
572 1 7 338 1489.78 1489.78
573 1 7 339 1499.88 1499.88
574 1 7 394 1504.52 1504.52
575 1 7 401 1500.63 1500.63
576 1 7 403 1497.78 1497.78
577 1 7 405 1504.05 1504.05
578 1 7 406 1497.51 1497.51
579 1 7 440 1504.32 1504.32
580 1 7 444 1498.15 1498.15
581 1 7 445 1503.95 1503.95
582 1 7 484 1496.91 1496.91
583 1 7 507 1503.41 1503.41
584 1 7 509 1498.07 1498.07
585 1 7 519 1504.38 1504.38
586 1 7 546 1504.33 1504.33
587 1 7 576 1502.95 1502.95
588 1 7 634 1499.84 1499.84
589 1 7 658 1504.47 1504.47
590 1 7 659 1501.97 1501.97
591 1 7 674 1504.85 1504.85
592 1 7 732 1503.81 1503.81
593 1 7 741 1502.87 1502.87
594 1 7 742 1503.39 1503.39
595 1 7 748 1498.23 1498.23
596 1 7 749 1504.04 1504.04
597 1 7 757 1499.27 1499.27
598 1 7 759 1503.72 1503.72
599 1 7 761 1500.18 1500.18
600 1 7 784 1504.86 1504.86
601 1 7 798 1504.89 1504.89
602 1 7 801 1496.17 1496.17
603 1 7 831 1502.53 1502.53
604 1 7 832 1501.93 1501.93
605 1 7 836 1504.75 1504.75
606 1 7 852 1503.64 1503.64
607 1 7 909 1503.40 1503.40
608 1 7 915 1503.33 1503.33
609 1 7 918 1503.17 1503.17
610 1 7 944 1499.10 1499.10
611 1 7 954 1501.94 1501.94
612 1 7 964 1504.37 1504.37
613 1 7 985 1500.51 1500.51
614 1 7 989 1503.77 1503.77
615 1 7 991 1499.50 1499.50
616 1 7 1007 1499.84 1499.84
617 1 7 1093 1504.65 1504.65
618 1 7 1094 1497.52 1497.52
619 1 7 1095 1499.91 1499.91
620 1 7 1098 1500.49 1500.49
621 1 7 1104 1502.61 1502.61
622 1 7 1109 1500.04 1500.04
623 1 7 1129 1495.65 1495.65
624 1 7 1130 1501.95 1501.95
625 1 7 1131 1503.72 1503.72
626 1 7 1133 1501.57 1501.57
627 1 7 1136 1502.87 1502.87
628 1 7 1137 1498.26 1498.26
629 1 7 1138 1497.47 1497.47
630 1 7 1142 1501.75 1501.75
631 1 7 1146 1499.30 1499.30
632 1 7 1150 1496.90 1496.90
633 1 7 1193 1501.60 1501.60
634 1 7 1203 1504.99 1504.99
635 1 7 1234 1502.80 1502.80
636 1 7 1236 1504.03 1504.03
637 1 7 1240 1502.02 1502.02
638 1 7 1245 1501.03 1501.03
639 1 7 1283 1504.56 1504.56
640 1 7 1351 1498.41 1498.41
641 1 7 1363 1504.48 1504.48
642 1 7 1379 1499.58 1499.58
643 1 8 202 1504.86 1504.86
644 1 9 171 1504.11 1504.11
645 1 9 188 1504.86 1504.86
646 1 9 202 1502.37 1502.37
647 1 9 246 1504.74 1504.74
648 1 9 252 1504.80 1504.80
649 1 9 264 1501.94 1501.94
650 1 9 265 1500.66 1500.66
651 1 9 272 1493.77 1493.77
652 1 9 323 1498.01 1498.01
653 1 9 325 1503.72 1503.72
654 1 9 342 1504.76 1504.76
655 1 9 368 1499.89 1499.89
656 1 9 434 1503.20 1503.20
657 1 10 109 1504.72 1504.72
658 1 10 239 1502.73 1502.73
659 1 10 269 1503.13 1503.13
660 1 10 294 1503.56 1503.56
661 1 10 297 1504.62 1504.62
662 1 10 301 1503.22 1503.22
663 1 10 325 1504.40 1504.40
664 1 10 327 1504.99 1504.99
665 1 10 487 1504.06 1504.06
666 1 12 85 1503.27 1503.27
667 1 12 97 1500.53 1500.53
668 1 12 99 1502.03 1502.03
669 1 12 103 1502.56 1502.56
670 1 12 115 1500.74 1500.74
671 1 12 166 1502.99 1502.99
672 1 12 167 1503.80 1503.80
673 1 12 182 1504.74 1504.74
674 1 12 287 1504.83 1504.83
675 1 12 288 1504.92 1504.92
676 1 12 300 1501.23 1501.23
677 1 12 318 1504.60 1504.60
678 1 12 342 1500.19 1500.19
679 1 12 394 1502.14 1502.14
680 1 12 429 1503.27 1503.27
681 1 12 444 1504.50 1504.50
682 1 12 447 1504.35 1504.35
683 1 12 450 1504.59 1504.59
684 1 12 451 1495.71 1495.71
685 1 12 457 1503.34 1503.34
686 1 12 459 1504.59 1504.59
687 1 12 461 1499.17 1499.17
688 1 12 462 1498.80 1498.80
689 1 13 146 1499.73 1499.73
690 1 13 187 1504.65 1504.65
691 1 13 278 1501.33 1501.33
692 1 13 507 1501.96 1501.96
693 1 13 511 1501.44 1501.44
694 1 13 681 1504.82 1504.82
695 1 15 134 1504.48 1504.48
696 1 15 142 1499.78 1499.78
697 1 15 146 1500.68 1500.68
698 1 15 151 1503.16 1503.16
699 1 15 163 1504.71 1504.71
700 1 15 168 1503.65 1503.65
701 1 15 215 1503.66 1503.66
702 1 15 222 1502.20 1502.20
703 1 15 234 1498.07 1498.07
704 1 15 278 1504.32 1504.32
705 1 15 281 1503.63 1503.63
706 1 15 283 1502.67 1502.67
707 1 15 315 1502.70 1502.70
708 1 15 318 1503.74 1503.74
709 1 15 320 1504.48 1504.48
710 1 16 248 1504.27 1504.27
711 1 16 261 1497.55 1497.55
712 1 16 262 1502.22 1502.22
713 1 16 290 1501.37 1501.37
714 1 16 295 1503.70 1503.70
715 1 16 324 1503.99 1503.99
716 1 16 331 1504.93 1504.93
717 1 16 332 1504.50 1504.50
718 1 16 352 1500.91 1500.91
719 1 16 370 1498.20 1498.20
720 1 16 371 1500.17 1500.17
721 1 16 372 1504.04 1504.04
722 1 16 379 1504.70 1504.70
723 1 16 397 1501.72 1501.72
724 1 16 413 1502.92 1502.92
725 1 16 414 1495.11 1495.11
726 1 16 420 1501.69 1501.69
727 1 16 429 1502.79 1502.79
728 1 16 443 1503.35 1503.35
729 1 16 445 1500.70 1500.70
730 1 16 490 1504.39 1504.39
731 1 16 511 1504.52 1504.52
732 1 16 528 1503.86 1503.86
733 1 16 529 1504.33 1504.33
734 1 16 577 1500.49 1500.49
735 1 16 578 1494.60 1494.60
736 1 16 581 1502.59 1502.59
737 1 16 584 1497.84 1497.84
738 1 16 603 1504.14 1504.14
739 1 16 604 1494.04 1494.04
740 1 16 605 1501.22 1501.22
741 1 16 614 1497.46 1497.46
742 1 16 618 1496.45 1496.45
743 1 16 627 1504.95 1504.95
744 1 16 631 1496.20 1496.20
745 1 16 632 1503.01 1503.01
746 1 16 637 1498.95 1498.95
747 1 16 638 1498.16 1498.16
748 1 16 639 1503.97 1503.97
749 1 16 650 1503.56 1503.56
750 1 16 687 1503.43 1503.43
751 1 17 94 1504.14 1504.14
752 1 17 152 1504.84 1504.84
753 1 17 157 1504.78 1504.78
754 1 17 194 1501.27 1501.27
755 1 17 248 1503.50 1503.50
756 1 17 256 1501.28 1501.28
757 1 17 300 1503.41 1503.41
758 1 17 304 1500.28 1500.28
759 1 17 331 1503.64 1503.64
760 1 17 391 1503.05 1503.05
761 1 17 491 1501.29 1501.29
762 1 17 516 1502.38 1502.38
763 1 17 528 1504.11 1504.11
764 1 17 544 1503.03 1503.03
765 1 17 545 1501.72 1501.72
766 1 17 562 1500.99 1500.99
767 1 17 567 1498.06 1498.06
768 1 17 568 1504.18 1504.18
769 1 17 606 1501.70 1501.70
770 1 17 610 1501.69 1501.69
771 1 17 632 1504.09 1504.09
